Lexicon entry	PoS-tag	PoS-tag (Penn Treebank)	Annotation 1
geheimschrijver	n	NN (Noun, singular or mass)	0
geheimzinnig	a	JJ (Adjective)	0
gehoorzaam	a	JJ (Adjective)	++
gehoorzaamheid	n	NN (Noun, singular or mass)	++
gehoorzamen	v	VB (Verb, base form)	+
gehucht	n	NN (Noun, singular or mass)	-
geijkt	a	JJ (Adjective)	0
geilpompen	v	VB (Verb, base form)	--
gein	n	NN (Noun, singular or mass)	+
geitebreier	n	NN (Noun, singular or mass)	-
geitenbreier	n	NN (Noun, singular or mass)	-
gek	a	JJ (Adjective)	--
gek	n	NN (Noun, singular or mass)	--
gekakel	n	NN (Noun, singular or mass)	--
gekheid	n	NN (Noun, singular or mass)	-
gekibbel	n	NN (Noun, singular or mass)	--
gekkenpraat	n	NN (Noun, singular or mass)	--
gekkenwerk	n	NN (Noun, singular or mass)	--
geklap	n	NN (Noun, singular or mass)	+
geklets	n	NN (Noun, singular or mass)	--
geklier	n	NN (Noun, singular or mass)	--
gekromd	a	JJ (Adjective)	-
gekruid	a	JJ (Adjective)	+
gekte	n	NN (Noun, singular or mass)	--
gekwalificeerd	a	JJ (Adjective)	+
gekwek	n	NN (Noun, singular or mass)	--
gelaatsnet	n	NN (Noun, singular or mass)	0
gelaatsspier	n	NN (Noun, singular or mass)	0
geldafpersing	n	NN (Noun, singular or mass)	-
geldduivel	n	NN (Noun, singular or mass)	--
geldgod	n	NN (Noun, singular or mass)	-
geldig	a	JJ (Adjective)	+
geldigheid	n	NN (Noun, singular or mass)	0
gelding	n	NN (Noun, singular or mass)	0
geldla	n	NN (Noun, singular or mass)	0
geldla(de)	n	NN (Noun, singular or mass)	0
geldsom	n	NN (Noun, singular or mass)	0
geldwolf	n	NN (Noun, singular or mass)	--
geleerd	a	JJ (Adjective)	+
geleerde	n	NN (Noun, singular or mass)	++
gelegenheid	n	NN (Noun, singular or mass)	+
geleidelijk	a	JJ (Adjective)	0
geleider	n	NN (Noun, singular or mass)	0
geleidewapen	n	NN (Noun, singular or mass)	-
geletterde	n	NN (Noun, singular or mass)	+
geliefde	n	NN (Noun, singular or mass)	++
gelijk	a	JJ (Adjective)	+
gelijk	n	NN (Noun, singular or mass)	+
gelijkheid	n	NN (Noun, singular or mass)	++
gelijkliggen	v	VB (Verb, base form)	+
gelijkmatig	a	JJ (Adjective)	+
gelijkschakelen	v	VB (Verb, base form)	0
gelijkspelen	v	VB (Verb, base form)	0
gelofte	n	NN (Noun, singular or mass)	+
geloof	n	NN (Noun, singular or mass)	+
geloofsleer	n	NN (Noun, singular or mass)	0
geloofwaardig	a	JJ (Adjective)	++
geloven	v	VB (Verb, base form)	+
geluid	n	NN (Noun, singular or mass)	0
geluidloos	a	JJ (Adjective)	++
geluidseffect	n	NN (Noun, singular or mass)	0
geluk	n	NN (Noun, singular or mass)	++
gelukkig	a	JJ (Adjective)	++
gelukkige	n	NN (Noun, singular or mass)	++
geluksvogel	n	NN (Noun, singular or mass)	++
gelukzak	n	NN (Noun, singular or mass)	-
gelukzoeker	n	NN (Noun, singular or mass)	0
gelul	n	NN (Noun, singular or mass)	--
gem	n	NN (Noun, singular or mass)	0
gemak	n	NN (Noun, singular or mass)	++
gemakkelijk	a	JJ (Adjective)	++
gematigd	a	JJ (Adjective)	-
gemeengoed	n	NN (Noun, singular or mass)	0
gemeente	n	NN (Noun, singular or mass)	0
gemeentelid	n	NN (Noun, singular or mass)	0
gemeenteraadslid	n	NN (Noun, singular or mass)	0
gemeentewoning	n	NN (Noun, singular or mass)	0
gemenerik	n	NN (Noun, singular or mass)	--
gemoedelijkheid	n	NN (Noun, singular or mass)	++
gemoedsrust	n	NN (Noun, singular or mass)	+
gemotiveerd	a	JJ (Adjective)	++
gemsleer	n	NN (Noun, singular or mass)	0
genadeloos	a	JJ (Adjective)	--
genadig	a	JJ (Adjective)	++
genaken	v	VB (Verb, base form)	?
genealoog	n	NN (Noun, singular or mass)	0
geneesheer	n	NN (Noun, singular or mass)	++
geneeskundige	n	NN (Noun, singular or mass)	0
genegenheid	n	NN (Noun, singular or mass)	++
generalist	n	NN (Noun, singular or mass)	0
generatiegenoot	n	NN (Noun, singular or mass)	0
generatrice	n	NN (Noun, singular or mass)	0
geneticus	n	NN (Noun, singular or mass)	0
genetisch	a	JJ (Adjective)	0
geneugte	n	NN (Noun, singular or mass)	0
geneuzel	n	NN (Noun, singular or mass)	--
genezen	a	JJ (Adjective)	++
genezen	v	VB (Verb, base form)	++
genezing	n	NN (Noun, singular or mass)	0
genie	n	NN (Noun, singular or mass)	++
genieten	v	VB (Verb, base form)	+
genocide	n	NN (Noun, singular or mass)	--
genoeg	a	JJ (Adjective)	++
genoegen	n	NN (Noun, singular or mass)	++
genoeglijk	a	JJ (Adjective)	++
genoeglijkheid	n	NN (Noun, singular or mass)	+
genot	n	NN (Noun, singular or mass)	++
genotzoeker	n	NN (Noun, singular or mass)	+
gentlemen's agreement	n	NN (Noun, singular or mass)	0
geoefend	a	JJ (Adjective)	+
geoefendheid	n	NN (Noun, singular or mass)	++
geograaf	n	NN (Noun, singular or mass)	0
geoloog	n	NN (Noun, singular or mass)	0
geoorloofd	a	JJ (Adjective)	++
geouwehoer	n	NN (Noun, singular or mass)	--
gepassioneerd	a	JJ (Adjective)	++
geprikkeldheid	n	NN (Noun, singular or mass)	--
geprononceerd	a	JJ (Adjective)	0
geraaskal	n	NN (Noun, singular or mass)	--
gerechtigheid	n	NN (Noun, singular or mass)	++
gereed	a	JJ (Adjective)	+
gereedschap	n	NN (Noun, singular or mass)	0
gereformeerde	n	NN (Noun, singular or mass)	0
gerekwireerde	n	NN (Noun, singular or mass)	0
gericht	a	JJ (Adjective)	++
geriefelijk	a	JJ (Adjective)	--
gerieven	v	VB (Verb, base form)	--
gering	a	JJ (Adjective)	-
geroutineerd	a	JJ (Adjective)	0
gerucht	n	NN (Noun, singular or mass)	-
geruchtmakend	a	JJ (Adjective)	-
geruisloos	a	JJ (Adjective)	+
geruststellen	v	VB (Verb, base form)	+
geruststelling	n	NN (Noun, singular or mass)	++
ges	n	NN (Noun, singular or mass)	?
gescheiden	a	JJ (Adjective)	-
geschelpt	a	JJ (Adjective)	+
geschiedkundige	n	NN (Noun, singular or mass)	0
geschift	a	JJ (Adjective)	--
geschil	n	NN (Noun, singular or mass)	-
geschillencommissie	n	NN (Noun, singular or mass)	-
geschuffeld	a	JJ (Adjective)	-
gesel	n	NN (Noun, singular or mass)	--
geselen	v	VB (Verb, base form)	--
gesjochten	a	JJ (Adjective)	-
geslacht	n	NN (Noun, singular or mass)	0
geslachtkundige	n	NN (Noun, singular or mass)	0
geslepenheid	n	NN (Noun, singular or mass)	--
gesmeerd	a	JJ (Adjective)	++
gesnedene	n	NN (Noun, singular or mass)	-
gesp	n	NN (Noun, singular or mass)	0
gespannen	a	JJ (Adjective)	-
gespecialiseerd	a	JJ (Adjective)	++
gespuis	n	NN (Noun, singular or mass)	--
gesternte	n	NN (Noun, singular or mass)	0
gestoord	a	JJ (Adjective)	--
gestoorde	n	NN (Noun, singular or mass)	--
getalenteerd	a	JJ (Adjective)	++
getallensymboliek	n	NN (Noun, singular or mass)	0
geteut	n	NN (Noun, singular or mass)	0
getijde	n	NN (Noun, singular or mass)	0
getijden	n	NNS (Noun, plural)	0
getijstroom	n	NN (Noun, singular or mass)	0
getikt	a	JJ (Adjective)	--
getroebleerd	a	JJ (Adjective)	?
getrouwheid	n	NN (Noun, singular or mass)	+
getto	n	NN (Noun, singular or mass)	--
getuige-deskundige	n	NN (Noun, singular or mass)	0
getuigen	v	VB (Verb, base form)	0
getuigschrift	n	NN (Noun, singular or mass)	0
geurig	a	JJ (Adjective)	+
geurvreter	n	NN (Noun, singular or mass)	0
gevaar	n	NN (Noun, singular or mass)	-
gevaarlijk	a	JJ (Adjective)	--
gevaarvol	a	JJ (Adjective)	-
gevangene	n	NN (Noun, singular or mass)	-
gevangenis	n	NN (Noun, singular or mass)	--
gevarieerd	a	JJ (Adjective)	+
gevecht	n	NN (Noun, singular or mass)	--
gevechtsklaar	a	JJ (Adjective)	0
gevederte	n	NN (Noun, singular or mass)	0
geven	v	VB (Verb, base form)	+
geverseerd	a	JJ (Adjective)	?
gevierd	a	JJ (Adjective)	++
gevoel	n	NN (Noun, singular or mass)	0
gevoelen	n	NN (Noun, singular or mass)	0
gevoelig	a	JJ (Adjective)	+
gevoeligheid	n	NN (Noun, singular or mass)	-
