Lexicon entry	PoS-tag	PoS-tag (Penn Treebank)	Annotation 1
miserie	n	NN (Noun, singular or mass)	--
misfit	n	NN (Noun, singular or mass)	-
misgreep	n	NN (Noun, singular or mass)	--
misgrijpen	v	VB (Verb, base form)	-
mishagen	n	NN (Noun, singular or mass)	--
mishandeling	n	NN (Noun, singular or mass)	--
miskleun	n	NN (Noun, singular or mass)	--
misleiden	v	VB (Verb, base form)	-
misleiding	n	NN (Noun, singular or mass)	--
mislukking	n	NN (Noun, singular or mass)	--
misogijn	n	NN (Noun, singular or mass)	0
mispickel	n	NN (Noun, singular or mass)	?
misplaatst	a	JJ (Adjective)	--
misprijzen	n	NN (Noun, singular or mass)	--
mispunt	n	NN (Noun, singular or mass)	--
misrekenen	v	VB (Verb, base form)	--
misrekening	n	NN (Noun, singular or mass)	--
misselijk	a	JJ (Adjective)	-
misselijkmakend	a	JJ (Adjective)	--
missen	v	VB (Verb, base form)	-
misser	n	NN (Noun, singular or mass)	--
misslag	n	NN (Noun, singular or mass)	--
mist	n	NN (Noun, singular or mass)	0
mistrouwig	a	JJ (Adjective)	--
misvatting	n	NN (Noun, singular or mass)	--
misverstand	n	NN (Noun, singular or mass)	-
misère	n	NN (Noun, singular or mass)	-
mitigantia	n	NN (Noun, singular or mass)	0
mobile	n	NN (Noun, singular or mass)	0
mobiliteit	n	NN (Noun, singular or mass)	+
mobilofoon	n	NN (Noun, singular or mass)	0
modaal	a	JJ (Adjective)	+
modderig	a	JJ (Adjective)	-
model	n	NN (Noun, singular or mass)	0
modelvliegtuigje	n	NN (Noun, singular or mass)	0
modelwoning	n	NN (Noun, singular or mass)	0
modereren	v	VB (Verb, base form)	-
modern	a	JJ (Adjective)	++
modieus	a	JJ (Adjective)	++
moed	n	NN (Noun, singular or mass)	++
moeder	n	NN (Noun, singular or mass)	+
moederfabriek	n	NN (Noun, singular or mass)	0
moederlief	n	NN (Noun, singular or mass)	++
moedig	a	JJ (Adjective)	++
moeheid	n	NN (Noun, singular or mass)	-
moeial	n	NN (Noun, singular or mass)	-
moeilijk	a	JJ (Adjective)	-
moeite	n	NN (Noun, singular or mass)	-
moeiteloos	a	JJ (Adjective)	++
moeitevol	a	JJ (Adjective)	-
moeizaam	a	JJ (Adjective)	--
moeke	n	NN (Noun, singular or mass)	-
moeras	n	NN (Noun, singular or mass)	-
moerasdamp	n	NN (Noun, singular or mass)	-
moerhaas	n	NN (Noun, singular or mass)	--
moes	n	NN (Noun, singular or mass)	-
moesgrond	n	NN (Noun, singular or mass)	0
moesje	n	NN (Noun, singular or mass)	0
moestuin	n	NN (Noun, singular or mass)	0
moeten	v	VB (Verb, base form)	-
moffelen	v	VB (Verb, base form)	-
mokkel	n	NN (Noun, singular or mass)	-
molenpaard	n	NN (Noun, singular or mass)	0
molenzeil	n	NN (Noun, singular or mass)	0
mompelen	v	VB (Verb, base form)	-
mondigheid	n	NN (Noun, singular or mass)	+
monkelen	v	VB (Verb, base form)	?
monoftongering	n	NN (Noun, singular or mass)	?
monotheist	n	NN (Noun, singular or mass)	0
monotonie	n	NN (Noun, singular or mass)	-
monster	n	NN (Noun, singular or mass)	-
montage	n	NN (Noun, singular or mass)	0
monumentaal	a	JJ (Adjective)	++
monumentencommissie	n	NN (Noun, singular or mass)	0
mooi	a	JJ (Adjective)	++
moord	n	NN (Noun, singular or mass)	-
moorddadig	a	JJ (Adjective)	--
moordenaar	n	NN (Noun, singular or mass)	-
moordtuig	n	NN (Noun, singular or mass)	--
mop	n	NN (Noun, singular or mass)	+
moppentrommel	n	NN (Noun, singular or mass)	0
mopperaar	n	NN (Noun, singular or mass)	--
mopperen	v	VB (Verb, base form)	--
mopperkont	n	NN (Noun, singular or mass)	--
mopperpot	n	NN (Noun, singular or mass)	--
moraliseren	v	VB (Verb, base form)	-
moralisme	n	NN (Noun, singular or mass)	-
moraliteit	n	NN (Noun, singular or mass)	+
morbide	a	JJ (Adjective)	?
morose	a	JJ (Adjective)	?
morsen	v	VB (Verb, base form)	-
morspot	n	NN (Noun, singular or mass)	?
moslim	n	NN (Noun, singular or mass)	0
mot	n	NN (Noun, singular or mass)	-
motivatie	n	NN (Noun, singular or mass)	+
motiveren	v	VB (Verb, base form)	+
motivering	n	NN (Noun, singular or mass)	+
motor	n	NN (Noun, singular or mass)	0
motorwedstrijd	n	NN (Noun, singular or mass)	0
motten	v	VB (Verb, base form)	--
mousse	n	NN (Noun, singular or mass)	0
moven	v	VB (Verb, base form)	-
mozaïek	n	NN (Noun, singular or mass)	0
muggebult	n	NN (Noun, singular or mass)	0
muggenzifter	n	NN (Noun, singular or mass)	--
muggeziften	v	VB (Verb, base form)	--
muggezifter	n	NN (Noun, singular or mass)	-
mul	n	NN (Noun, singular or mass)	?
multiple-choicetest	n	NN (Noun, singular or mass)	0
munitiedepot	n	NN (Noun, singular or mass)	0
munt	n	NN (Noun, singular or mass)	0
muntstuk	n	NN (Noun, singular or mass)	0
murmelen	v	VB (Verb, base form)	--
murw	a	JJ (Adjective)	-
musicoloog	n	NN (Noun, singular or mass)	0
muurhaak	n	NN (Noun, singular or mass)	0
muziekbeoefenaar	n	NN (Noun, singular or mass)	0
muziekstuk	n	NN (Noun, singular or mass)	0
muziekwetenschapper	n	NN (Noun, singular or mass)	0
mw.	n	NN (Noun, singular or mass)	0
myocarditis	n	NN (Noun, singular or mass)	?
myriade	n	NN (Noun, singular or mass)	0
myringitis	n	NN (Noun, singular or mass)	?
mysterie	n	NN (Noun, singular or mass)	0
mysterieus	a	JJ (Adjective)	+
mystiek	a	JJ (Adjective)	0
mystiekerig	a	JJ (Adjective)	-
mystificatie	n	NN (Noun, singular or mass)	-
mystificeren	v	VB (Verb, base form)	0
mythe	n	NN (Noun, singular or mass)	-
mytholoog	n	NN (Noun, singular or mass)	0
naaister	n	NN (Noun, singular or mass)	0
naam	n	NN (Noun, singular or mass)	+
naamval	n	NN (Noun, singular or mass)	0
naamvalsuitgang	n	NN (Noun, singular or mass)	0
naar	a	JJ (Adjective)	--
naargeestig	a	JJ (Adjective)	--
naarling	n	NN (Noun, singular or mass)	--
naarstig	a	JJ (Adjective)	-
naast	a	JJ (Adjective)	-
nababbelen	v	VB (Verb, base form)	+
nabezorgen	v	VB (Verb, base form)	0
nachtdienst	n	NN (Noun, singular or mass)	0
nachtmerrie	n	NN (Noun, singular or mass)	--
nachtverlichting	n	NN (Noun, singular or mass)	0
nadeel	n	NN (Noun, singular or mass)	-
nadelig	a	JJ (Adjective)	--
nadenken	v	VB (Verb, base form)	+
naderen	v	VB (Verb, base form)	0
nadrukkelijk	a	JJ (Adjective)	0
nageslacht	n	NN (Noun, singular or mass)	0
naieveling	n	NN (Noun, singular or mass)	--
naijleffect	n	NN (Noun, singular or mass)	0
nakaarten	v	VB (Verb, base form)	0
naken	v	VB (Verb, base form)	?
nakomen	v	VB (Verb, base form)	+
nalatig	a	JJ (Adjective)	--
nalatigheid	n	NN (Noun, singular or mass)	--
naleven	v	VB (Verb, base form)	+
nameten	v	VB (Verb, base form)	0
napraten	v	VB (Verb, base form)	0
napret	n	NN (Noun, singular or mass)	0
nar	n	NN (Noun, singular or mass)	-
narcose	n	NN (Noun, singular or mass)	0
narcoseleer	n	NN (Noun, singular or mass)	0
nasi	n	NN (Noun, singular or mass)	--
natel	n	VB (Verb, base form)	0
natellen	v	VB (Verb, base form)	0
nationaal-socialisme	n	NN (Noun, singular or mass)	0
nationalisme	n	NN (Noun, singular or mass)	-
natriumcarbonaat	n	NN (Noun, singular or mass)	0
naturalist	n	NN (Noun, singular or mass)	0
natuurkenner	n	NN (Noun, singular or mass)	0
natuurkundige	n	NN (Noun, singular or mass)	0
natuurlijk	a	JJ (Adjective)	+
natuurmens	n	NN (Noun, singular or mass)	0
natuurvorser	n	NN (Noun, singular or mass)	0
natuurwetenschapper	n	NN (Noun, singular or mass)	0
nauw	n	NN (Noun, singular or mass)	-
nauwgezet	a	JJ (Adjective)	++
nauwkeurig	a	JJ (Adjective)	++
nazitten	v	VB (Verb, base form)	0
naïef	a	JJ (Adjective)	--
necessiteit	n	NN (Noun, singular or mass)	0
nederig	a	JJ (Adjective)	-
nederigheid	n	NN (Noun, singular or mass)	+
nederlaag	n	NN (Noun, singular or mass)	--
nederzetting	n	NN (Noun, singular or mass)	0
neef	n	NN (Noun, singular or mass)	0
neerlandicus	n	NN (Noun, singular or mass)	0
neerploffen	v	VB (Verb, base form)	0
neerslachtig	a	JJ (Adjective)	--
neerslachtigheid	n	NN (Noun, singular or mass)	--
neerslag	n	NN (Noun, singular or mass)	-
neertellen	v	VB (Verb, base form)	0
neervellen	v	VB (Verb, base form)	-
neervlijen	v	VB (Verb, base form)	+
neetoor	n	NN (Noun, singular or mass)	?
nefast	a	JJ (Adjective)	?
negatie	n	NN (Noun, singular or mass)	-
negatief	n	NN (Noun, singular or mass)	--
negentiger	n	NN (Noun, singular or mass)	0
negeren	v	VB (Verb, base form)	-
nek-aan-nekrace	n	NN (Noun, singular or mass)	+
nekkramp	n	NN (Noun, singular or mass)	-
nemen	v	VB (Verb, base form)	-
nemesis	n	NN (Noun, singular or mass)	--
neocalvinisme	n	NN (Noun, singular or mass)	0
neokolonialisme	n	NN (Noun, singular or mass)	--
neonazi	n	NN (Noun, singular or mass)	--
nep	n	NN (Noun, singular or mass)	--
nero	n	NN (Noun, singular or mass)	-
nerveus	a	JJ (Adjective)	--
nervositeit	n	NN (Noun, singular or mass)	-
nest	n	NN (Noun, singular or mass)	0
netbal	n	NN (Noun, singular or mass)	0
netjes	a	JJ (Adjective)	++
netmaag	n	NN (Noun, singular or mass)	0
nettobedrag	n	NN (Noun, singular or mass)	0
netvliesontsteking	n	NN (Noun, singular or mass)	0
neuken	v	VB (Verb, base form)	-
neurochirurgie	n	NN (Noun, singular or mass)	0
neurocranium	n	NN (Noun, singular or mass)	?
neurotisch	a	JJ (Adjective)	--
neusamandel	n	NN (Noun, singular or mass)	0
neuskegel	n	NN (Noun, singular or mass)	-
neusslijmvlies	n	NN (Noun, singular or mass)	0
neutraliseren	v	VB (Verb, base form)	-
neuzelen	v	VB (Verb, base form)	--
nevelachtig	a	JJ (Adjective)	0
neveneffect	n	NN (Noun, singular or mass)	-
nichtenrock	n	NN (Noun, singular or mass)	--
niese	n	NN (Noun, singular or mass)	?
niet	n	NN (Noun, singular or mass)	--
niet-ingezetene	n	NN (Noun, singular or mass)	-
niet-lid	n	NN (Noun, singular or mass)	0
niets	n	NN (Noun, singular or mass)	0
nietsbetekenend	a	JJ (Adjective)	--
nietsnut	n	NN (Noun, singular or mass)	--
nieuwjaarsbijeenkomst	n	NN (Noun, singular or mass)	+
nieuwsgaarder	n	NN (Noun, singular or mass)	0
nieuwsgierig	a	JJ (Adjective)	++
nijd	n	NN (Noun, singular or mass)	-
nijdassen	v	VB (Verb, base form)	?
nijdig	a	JJ (Adjective)	--
niksnakker	n	NN (Noun, singular or mass)	--
niksnut	n	NN (Noun, singular or mass)	--
nirvana	n	NN (Noun, singular or mass)	++
nitrofenol	n	NN (Noun, singular or mass)	0
nitwit	n	NN (Noun, singular or mass)	?
nix	n	NN (Noun, singular or mass)	-
nodeloos	a	JJ (Adjective)	--
nodig	a	JJ (Adjective)	+
nokken	v	VB (Verb, base form)	-
non-stopprogramma	n	NN (Noun, singular or mass)	0
non-valeur	n	NN (Noun, singular or mass)	0
nonchalant	a	JJ (Adjective)	+
nonsens	n	NN (Noun, singular or mass)	--
nood	n	NN (Noun, singular or mass)	-
nooddruft	n	NN (Noun, singular or mass)	?
noodhulp	n	NN (Noun, singular or mass)	-
noodlottig	a	JJ (Adjective)	--
noodluik	n	NN (Noun, singular or mass)	0
noodoplossing	n	NN (Noun, singular or mass)	0
noodrem	n	NN (Noun, singular or mass)	0
noodverband	n	NN (Noun, singular or mass)	0
noodverlichting	n	NN (Noun, singular or mass)	0
noodzaak	n	NN (Noun, singular or mass)	0
noodzakelijkheid	n	NN (Noun, singular or mass)	0
noordoostpassaat	n	NN (Noun, singular or mass)	0
noot	n	NN (Noun, singular or mass)	0
nootmuskaatrasp	n	NN (Noun, singular or mass)	0
normaal	n	NN (Noun, singular or mass)	+
normalisatiecommissie	n	NN (Noun, singular or mass)	0
notabel	a	JJ (Adjective)	++
notariszak	n	NN (Noun, singular or mass)	0
notelaar	n	NN (Noun, singular or mass)	0
nu	b		0
nucleïnezuur	n	NN (Noun, singular or mass)	0
nudist	n	NN (Noun, singular or mass)	0
nulpunt	n	NN (Noun, singular or mass)	0
nultrap	n	NN (Noun, singular or mass)	0
numismaticus	n	NN (Noun, singular or mass)	0
nummer	n	NN (Noun, singular or mass)	0
nut	n	NN (Noun, singular or mass)	+
nutteloos	a	JJ (Adjective)	--
nuttig	a	JJ (Adjective)	++
nylon	n	NN (Noun, singular or mass)	0
o.h.-en	v	VB (Verb, base form)	?
o.k.	a	JJ (Adjective)	++
object	n	NN (Noun, singular or mass)	-
objectief	n	NN (Noun, singular or mass)	+
obsceen	a	JJ (Adjective)	--
obsceniteit	n	NN (Noun, singular or mass)	--
obscuriteit	n	NN (Noun, singular or mass)	-
obscuur	a	JJ (Adjective)	+
obsederen	v	VB (Verb, base form)	--
obsessie	n	NN (Noun, singular or mass)	--
obstakel	n	NN (Noun, singular or mass)	-
obstinaat	a	JJ (Adjective)	?
obstructie	n	NN (Noun, singular or mass)	0
obstructionist	n	NN (Noun, singular or mass)	0
ocarina	n	NN (Noun, singular or mass)	?
occultist	n	NN (Noun, singular or mass)	0
oceaanreus	n	NN (Noun, singular or mass)	0
oceanograaf	n	NN (Noun, singular or mass)	0
oceanoloog	n	NN (Noun, singular or mass)	0
ochtend	n	NN (Noun, singular or mass)	0
odontitis	n	NN (Noun, singular or mass)	?
odyssee	n	NN (Noun, singular or mass)	0
oelewapper	n	NN (Noun, singular or mass)	--
oen	n	NN (Noun, singular or mass)	--
oenoloog	n	NN (Noun, singular or mass)	0
oerprincipe	n	NN (Noun, singular or mass)	0
oersaai	a	JJ (Adjective)	--
oervervelend	a	JJ (Adjective)	--
oetlul	n	NN (Noun, singular or mass)	--
offensief	n	NN (Noun, singular or mass)	--
offer	n	NN (Noun, singular or mass)	-
offeren	v	VB (Verb, base form)	-
offerte	n	NN (Noun, singular or mass)	0
officier	n	NN (Noun, singular or mass)	0
officieus	a	JJ (Adjective)	0
offreren	v	VB (Verb, base form)	++
offset	n	NN (Noun, singular or mass)	0
ohaën	v	VB (Verb, base form)	?
okay	a	JJ (Adjective)	+
okido	a	UH (Interjection)	++
oké	a	JJ (Adjective)	++
old-timer	n	NN (Noun, singular or mass)	+
oldtimer	n	NN (Noun, singular or mass)	0
olie-en-azijnstelletje	n	NN (Noun, singular or mass)	0
oliebol	n	NN (Noun, singular or mass)	-
omarmen	v	VB (Verb, base form)	0
ombrengen	v	VB (Verb, base form)	-
omdopen	v	VB (Verb, base form)	0
omgaan	v	VB (Verb, base form)	0
omgekeerd	a	JJ (Adjective)	0
omhaal	n	NN (Noun, singular or mass)	-
omhaling	n	NN (Noun, singular or mass)	+
omheinen	v	VB (Verb, base form)	0
omhelzen	v	VB (Verb, base form)	+
omineus	a	JJ (Adjective)	?
omissie	n	NN (Noun, singular or mass)	--
omkiepen	v	VB (Verb, base form)	0
omkomen	v	VB (Verb, base form)	--
omkoopbaar	a	JJ (Adjective)	--
omlaag	b		-
omliggen	v	VB (Verb, base form)	-
omloopdijk	n	NN (Noun, singular or mass)	0
omnivalent	a	JJ (Adjective)	0
ompraten	v	VB (Verb, base form)	0
omroep	n	NN (Noun, singular or mass)	0
omroeporganisatie	n	NN (Noun, singular or mass)	0
omroepvereniging	n	NN (Noun, singular or mass)	0
omschieten	v	VB (Verb, base form)	-
omschoppen	v	VB (Verb, base form)	--
omslaan	v	VB (Verb, base form)	0
omslachtig	a	JJ (Adjective)	--
omslag	n	NN (Noun, singular or mass)	0
omsluieren	v	VB (Verb, base form)	-
omtuimelen	v	VB (Verb, base form)	-
omturnen	v	VB (Verb, base form)	0
omvallen	v	VB (Verb, base form)	-
omvaren	v	VB (Verb, base form)	0
omverliggen	v	VB (Verb, base form)	0
omverschoppen	v	VB (Verb, base form)	-
omvouwen	v	VB (Verb, base form)	0
omwenteling	n	NN (Noun, singular or mass)	0
omzwermen	v	VB (Verb, base form)	0
omzwervingen	n	NNS (Noun, plural)	0
onaandoenlijk	a	JJ (Adjective)	--
onaangenaam	a	JJ (Adjective)	--
onaangenaamheden	n	NNS (Noun, plural)	--
onaangenaamheid	n	NN (Noun, singular or mass)	--
onaantrekkelijk	a	JJ (Adjective)	--
onaanvaardbaar	a	JJ (Adjective)	--
onaanzienlijk	a	JJ (Adjective)	--
onaardig	a	JJ (Adjective)	--
onachtzaam	a	JJ (Adjective)	--
onafhankelijkheid	n	NN (Noun, singular or mass)	+
onaneren	v	VB (Verb, base form)	-
onappetijtelijk	a	JJ (Adjective)	--
onbaatzuchtig	a	JJ (Adjective)	++
onbarmhartig	a	JJ (Adjective)	--
onbeduidend	a	JJ (Adjective)	-
onbeduidendheid	n	NN (Noun, singular or mass)	--
onbegeerd	a	JJ (Adjective)	--
onbegrijpelijk	a	JJ (Adjective)	--
onbegrip	n	NN (Noun, singular or mass)	-
onbehaaglijk	a	JJ (Adjective)	-
onbehagen	n	NN (Noun, singular or mass)	--
onbehendig	a	JJ (Adjective)	--
onbeholpen	a	JJ (Adjective)	--
onbehoorlijkheid	n	NN (Noun, singular or mass)	--
onbekend	a	JJ (Adjective)	-
onbekende	n	NN (Noun, singular or mass)	0
onbekendheid	n	NN (Noun, singular or mass)	-
onbekwaam	a	JJ (Adjective)	--
onbekwaamheid	n	NN (Noun, singular or mass)	--
onbelangrijk	a	JJ (Adjective)	-
onbeleefd	a	JJ (Adjective)	--
onbelemmerd	a	JJ (Adjective)	+
onbenul	n	NN (Noun, singular or mass)	-
onbenulligheid	n	NN (Noun, singular or mass)	--
onbepaald	a	JJ (Adjective)	0
onbeperkt	a	JJ (Adjective)	+
onberedeneerd	a	JJ (Adjective)	--
onberispelijk	a	JJ (Adjective)	++
onberoerd	a	JJ (Adjective)	+
onbeschaafd	a	JJ (Adjective)	--
onbeschaamd	a	JJ (Adjective)	--
onbescheiden	a	JJ (Adjective)	-
onbeschrijfelijk	a	JJ (Adjective)	-
onbetaalbaar	a	JJ (Adjective)	--
onbetamelijk	a	JJ (Adjective)	--
onbetamelijkheid	n	NN (Noun, singular or mass)	--
onbetekenend	a	JJ (Adjective)	--
onbeteugeld	a	JJ (Adjective)	-
onbetrouwbaar	a	JJ (Adjective)	--
onbetrouwbaarheid	n	NN (Noun, singular or mass)	--
onbetwistbaar	a	JJ (Adjective)	+
onbevattelijk	a	JJ (Adjective)	0
onbevoegde	n	NN (Noun, singular or mass)	-
onbevoegdheid	n	NN (Noun, singular or mass)	-
onbevredigend	a	JJ (Adjective)	--
onbeweeglijk	a	JJ (Adjective)	0
onbezwaard	a	JJ (Adjective)	+
onbillijk	a	JJ (Adjective)	--
onbillijkheid	n	NN (Noun, singular or mass)	--
onbuigbaarheid	n	NN (Noun, singular or mass)	-
onbuigzaam	a	JJ (Adjective)	--
oncomfortabel	a	JJ (Adjective)	--
onconventioneel	a	JJ (Adjective)	-
ondankbaar	a	JJ (Adjective)	--
ondankbaarheid	n	NN (Noun, singular or mass)	--
ondenkbaar	a	JJ (Adjective)	-
onderbreking	n	NN (Noun, singular or mass)	-
onderbroekelol	n	NN (Noun, singular or mass)	-
onderbroekenlol	n	NN (Noun, singular or mass)	0
onderbroken	a	JJ (Adjective)	-
onderdak	n	NN (Noun, singular or mass)	+
onderdeel	n	NN (Noun, singular or mass)	0
onderdeur	n	NN (Noun, singular or mass)	--
onderdeurtje	n	NN (Noun, singular or mass)	--
onderdoen	v	VB (Verb, base form)	-
onderdrukken	v	VB (Verb, base form)	+
onderdrukking	n	NN (Noun, singular or mass)	--
onderfamilie	n	NN (Noun, singular or mass)	0
ondergaan	v	VB (Verb, base form)	-
ondergang	n	NN (Noun, singular or mass)	--
ondergeschikt	a	JJ (Adjective)	--
ondergeschikte	n	NN (Noun, singular or mass)	--
ondergewaardeerd	a	JJ (Adjective)	--
ondergraven	v	VB (Verb, base form)	--
ondergronds	a	JJ (Adjective)	-
onderhorige	n	NN (Noun, singular or mass)	?
onderhouden	v	VB (Verb, base form)	0
onderhoudend	a	JJ (Adjective)	++
onderhoudsman	n	NN (Noun, singular or mass)	0
onderhoudssubsidie	n	NN (Noun, singular or mass)	0
onderhoudstechnicus	n	NN (Noun, singular or mass)	0
onderkledingstuk	n	NN (Noun, singular or mass)	0
onderkruiper	n	NN (Noun, singular or mass)	--
onderkruipsel	n	NN (Noun, singular or mass)	--
onderlegd	a	JJ (Adjective)	++
onderliggen	v	VB (Verb, base form)	0
ondermaats	a	JJ (Adjective)	--
ondermijnen	v	VB (Verb, base form)	-
ondernemend	a	JJ (Adjective)	++
ondernemer	n	NN (Noun, singular or mass)	+
onderofficier	n	NN (Noun, singular or mass)	0
onderschatten	v	VB (Verb, base form)	-
onderschatting	n	NN (Noun, singular or mass)	-
onderscheid	n	NN (Noun, singular or mass)	0
onderscheiden	a	JJ (Adjective)	0
onderscheidend	a	JJ (Adjective)	+
ondersteek	n	NN (Noun, singular or mass)	0
onderstelling	n	NN (Noun, singular or mass)	0
ondersteunen	v	VB (Verb, base form)	++
onderstrepen	v	VB (Verb, base form)	0
onderstroming	n	NN (Noun, singular or mass)	0
onderstroom	n	NN (Noun, singular or mass)	0
onderuitgaan	v	VB (Verb, base form)	--
ondervoed	a	JJ (Adjective)	-
ondervraagster	n	NN (Noun, singular or mass)	0
onderwerpen	v	VB (Verb, base form)	-
onderwerping	n	NN (Noun, singular or mass)	--
onderworpen	a	JJ (Adjective)	-
ondeskundig	a	JJ (Adjective)	--
ondeugdelijk	a	JJ (Adjective)	--
ondeugend	a	JJ (Adjective)	-
ondienstig	a	JJ (Adjective)	--
ondoelmatigheid	n	NN (Noun, singular or mass)	--
ondoordringbaar	a	JJ (Adjective)	--
ondoorzichtig	a	JJ (Adjective)	+
ondubbelzinnig	a	JJ (Adjective)	++
onduidelijk	a	JJ (Adjective)	--
onduleren	v	VB (Verb, base form)	0
oneerbaar	a	JJ (Adjective)	--
oneerlijk	a	JJ (Adjective)	--
oneerlijkheid	n	NN (Noun, singular or mass)	--
oneetbaar	a	JJ (Adjective)	--
oneigenlijk	a	JJ (Adjective)	-
onenigheid	n	NN (Noun, singular or mass)	-
onervaren	a	JJ (Adjective)	--
onervarenheid	n	NN (Noun, singular or mass)	-
onesthetisch	a	JJ (Adjective)	--
onethisch	a	JJ (Adjective)	--
oneven	a	JJ (Adjective)	0
onevenwicht	n	NN (Noun, singular or mass)	--
onevenwichtig	a	JJ (Adjective)	--
onfatsoenlijk	a	JJ (Adjective)	--
onfatsoenlijkheid	n	NN (Noun, singular or mass)	--
onfeilbaar	a	JJ (Adjective)	++
onfris	a	JJ (Adjective)	--
ongebonden	a	JJ (Adjective)	0
ongebroken	a	JJ (Adjective)	+
ongebruikelijk	a	JJ (Adjective)	-
ongecompliceerd	a	JJ (Adjective)	++
ongecoördineerd	a	JJ (Adjective)	--
ongedeerd	a	JJ (Adjective)	++
ongeduld	n	NN (Noun, singular or mass)	--
ongeduldig	a	JJ (Adjective)	--
ongedurig	a	JJ (Adjective)	-
ongedurigheid	n	NN (Noun, singular or mass)	-
ongefundeerd	a	JJ (Adjective)	+
ongegeneerd	a	JJ (Adjective)	--
ongegrond	a	JJ (Adjective)	--
ongehoorzaam	a	JJ (Adjective)	--
ongehoorzaamheid	n	NN (Noun, singular or mass)	--
ongekunsteldheid	n	NN (Noun, singular or mass)	++
ongekwalificeerd	a	JJ (Adjective)	--
ongeldig	a	JJ (Adjective)	--
ongelegen	a	JJ (Adjective)	--
ongelijkheid	n	NN (Noun, singular or mass)	-
ongelofelijk	a	JJ (Adjective)	-
ongeloof	n	NN (Noun, singular or mass)	-
ongelooflijk	a	JJ (Adjective)	-
ongelovig	a	JJ (Adjective)	--
ongeluk	n	NN (Noun, singular or mass)	--
ongeluksvogel	n	NN (Noun, singular or mass)	-
ongemak	n	NN (Noun, singular or mass)	--
ongemakkelijk	a	JJ (Adjective)	--
ongemanierd	a	JJ (Adjective)	--
ongemerkt	a	JJ (Adjective)	-
ongemotiveerd	a	JJ (Adjective)	--
ongenadig	a	JJ (Adjective)	-
ongenoegen	n	NN (Noun, singular or mass)	-
ongenoegzaam	a	JJ (Adjective)	--
ongeorganiseerd	a	JJ (Adjective)	--
ongepast	a	JJ (Adjective)	--
ongepastheid	n	NN (Noun, singular or mass)	--
ongepermitteerd	a	JJ (Adjective)	--
ongerechtigheid	n	NN (Noun, singular or mass)	--
ongerechtvaardigd	a	JJ (Adjective)	--
ongeregeld	a	JJ (Adjective)	--
ongeriefelijk	a	JJ (Adjective)	--
ongerijmdheid	n	NN (Noun, singular or mass)	+
ongerust	a	JJ (Adjective)	-
ongerustheid	n	NN (Noun, singular or mass)	-
ongeschikt	a	JJ (Adjective)	--
ongeschokt	a	JJ (Adjective)	0
ongetraind	a	JJ (Adjective)	--
ongetwijfeld	a	RB (Adverb)	+
ongeval	n	NN (Noun, singular or mass)	--
ongevallig	a	JJ (Adjective)	--
ongevoeglijk	a	JJ (Adjective)	--
ongevoelig	a	JJ (Adjective)	--
ongevoeligheid	n	NN (Noun, singular or mass)	--
ongewenst	a	JJ (Adjective)	--
ongewettigd	a	JJ (Adjective)	--
ongewoon	a	JJ (Adjective)	0
ongezellig	a	JJ (Adjective)	--
ongezond	a	JJ (Adjective)	--
ongrondwettig	a	JJ (Adjective)	--
ongunstig	a	JJ (Adjective)	--
onguur	a	JJ (Adjective)	--
onhaalbaar	a	JJ (Adjective)	-
onhandig	a	JJ (Adjective)	--
onhandigheid	n	NN (Noun, singular or mass)	--
onheil	n	NN (Noun, singular or mass)	--
onheilspellend	a	JJ (Adjective)	--
onherstelbaar	a	JJ (Adjective)	--
onhoffelijk	a	JJ (Adjective)	--
onhoudbaar	a	JJ (Adjective)	--
oningewijde	n	NN (Noun, singular or mass)	--
onintelligent	a	JJ (Adjective)	--
oninteressant	a	JJ (Adjective)	--
onjuist	a	JJ (Adjective)	--
onkuis	a	JJ (Adjective)	-
onkunde	n	NN (Noun, singular or mass)	--
onkwetsbaar	a	JJ (Adjective)	++
onlogisch	a	JJ (Adjective)	-
onloochenbaar	a	JJ (Adjective)	0
onlosmakelijk	a	JJ (Adjective)	0
onmachtig	a	JJ (Adjective)	-
onmatig	a	JJ (Adjective)	--
onmeedogend	a	JJ (Adjective)	--
onmens	n	NN (Noun, singular or mass)	--
onmenselijkheid	n	NN (Noun, singular or mass)	--
onmin	n	NN (Noun, singular or mass)	--
onmisbaar	a	JJ (Adjective)	++
onmiskenbaar	a	JJ (Adjective)	0
onmogelijk	a	JJ (Adjective)	--
onmondigheid	n	NN (Noun, singular or mass)	0
onnaspeurlijk	a	JJ (Adjective)	0
onnatuurlijk	a	JJ (Adjective)	-
onnauwkeurig	a	JJ (Adjective)	--
onnauwkeurigheid	n	NN (Noun, singular or mass)	--
onnet	a	JJ (Adjective)	--
onnodig	a	JJ (Adjective)	--
onnozel	a	JJ (Adjective)	--
onnut	a	JJ (Adjective)	--
onomkoopbaar	a	JJ (Adjective)	++
onontkoombaar	a	JJ (Adjective)	-
onooglijk	a	JJ (Adjective)	--
onoorbaar	a	JJ (Adjective)	--
onoordeelkundig	a	JJ (Adjective)	--
onophoudelijk	a	JJ (Adjective)	-
onoprecht	a	JJ (Adjective)	--
onordelijk	a	JJ (Adjective)	--
onorthodox	a	JJ (Adjective)	0
onoverkomelijk	a	JJ (Adjective)	--
onoverwinnelijk	a	JJ (Adjective)	++
